'Elapsed time','ECG I filtered'
'0:11.968',-0.240
'0:11.970',-0.235
'0:11.972',-0.235
'0:11.974',-0.230
'0:11.976',-0.225
'0:11.978',-0.220
'0:11.980',-0.220
'0:11.982',-0.220
'0:11.984',-0.225
'0:11.986',-0.230
'0:11.988',-0.230
'0:11.990',-0.235
'0:11.992',-0.240
'0:11.994',-0.240
'0:11.996',-0.240
'0:11.998',-0.235
'0:12.000',-0.235
'0:12.002',-0.235
'0:12.004',-0.230
'0:12.006',-0.235
'0:12.008',-0.235
'0:12.010',-0.240
'0:12.012',-0.245
'0:12.014',-0.245
'0:12.016',-0.250
'0:12.018',-0.245
'0:12.020',-0.245
'0:12.022',-0.235
'0:12.024',-0.230
'0:12.026',-0.225
'0:12.028',-0.220
'0:12.030',-0.215
'0:12.032',-0.215
'0:12.034',-0.215
'0:12.036',-0.215
'0:12.038',-0.220
'0:12.040',-0.225
'0:12.042',-0.225
'0:12.044',-0.225
'0:12.046',-0.225
'0:12.048',-0.225
'0:12.050',-0.225
'0:12.052',-0.225
'0:12.054',-0.225
'0:12.056',-0.225
'0:12.058',-0.225
'0:12.060',-0.220
'0:12.062',-0.220
'0:12.064',-0.220
'0:12.066',-0.220
'0:12.068',-0.220
'0:12.070',-0.225
'0:12.072',-0.230
'0:12.074',-0.235
'0:12.076',-0.240
'0:12.078',-0.240
'0:12.080',-0.245
'0:12.082',-0.240
'0:12.084',-0.240
'0:12.086',-0.235
'0:12.088',-0.230
'0:12.090',-0.230
'0:12.092',-0.230
'0:12.094',-0.230
'0:12.096',-0.240
'0:12.098',-0.250
'0:12.100',-0.255
'0:12.102',-0.265
'0:12.104',-0.265
'0:12.106',-0.260
'0:12.108',-0.255
'0:12.110',-0.240
'0:12.112',-0.225
'0:12.114',-0.210
'0:12.116',-0.200
'0:12.118',-0.195
'0:12.120',-0.195
'0:12.122',-0.205
'0:12.124',-0.215
'0:12.126',-0.225
'0:12.128',-0.230
'0:12.130',-0.230
'0:12.132',-0.230
'0:12.134',-0.220
'0:12.136',-0.210
'0:12.138',-0.195
'0:12.140',-0.180
'0:12.142',-0.170
'0:12.144',-0.165
'0:12.146',-0.165
'0:12.148',-0.165
'0:12.150',-0.170
'0:12.152',-0.175
'0:12.154',-0.185
'0:12.156',-0.195
'0:12.158',-0.205
'0:12.160',-0.215
'0:12.162',-0.230
'0:12.164',-0.245
'0:12.166',-0.260
'0:12.168',-0.270
'0:12.170',-0.275
'0:12.172',-0.280
'0:12.174',-0.275
'0:12.176',-0.265
'0:12.178',-0.255
'0:12.180',-0.240
'0:12.182',-0.230
'0:12.184',-0.220
'0:12.186',-0.220
'0:12.188',-0.225
'0:12.190',-0.235
'0:12.192',-0.245
'0:12.194',-0.260
'0:12.196',-0.270
'0:12.198',-0.275
'0:12.200',-0.275
'0:12.202',-0.275
'0:12.204',-0.265
'0:12.206',-0.260
'0:12.208',-0.255
'0:12.210',-0.250
'0:12.212',-0.250
'0:12.214',-0.250
'0:12.216',-0.255
'0:12.218',-0.255
'0:12.220',-0.260
'0:12.222',-0.260
'0:12.224',-0.255
'0:12.226',-0.255
'0:12.228',-0.255
'0:12.230',-0.255
'0:12.232',-0.250
'0:12.234',-0.250
'0:12.236',-0.240
'0:12.238',-0.230
'0:12.240',-0.205
'0:12.242',-0.175
'0:12.244',-0.135
'0:12.246',-0.085
'0:12.248',-0.035
'0:12.250',0.015
'0:12.252',0.060
'0:12.254',0.100
'0:12.256',0.135
'0:12.258',0.160
'0:12.260',0.175
'0:12.262',0.185
'0:12.264',0.185
'0:12.266',0.175
'0:12.268',0.145
'0:12.270',0.100
'0:12.272',0.035
'0:12.274',-0.045
'0:12.276',-0.140
'0:12.278',-0.235
'0:12.280',-0.330
'0:12.282',-0.410
'0:12.284',-0.465
'0:12.286',-0.490
'0:12.288',-0.490
'0:12.290',-0.465
'0:12.292',-0.425
'0:12.294',-0.380
'0:12.296',-0.330
'0:12.298',-0.295
'0:12.300',-0.265
'0:12.302',-0.250
'0:12.304',-0.245
'0:12.306',-0.245
'0:12.308',-0.250
'0:12.310',-0.250
'0:12.312',-0.250
'0:12.314',-0.240
'0:12.316',-0.230
'0:12.318',-0.220
'0:12.320',-0.205
'0:12.322',-0.195
'0:12.324',-0.190
'0:12.326',-0.190
'0:12.328',-0.190
'0:12.330',-0.195
'0:12.332',-0.200
'0:12.334',-0.200
'0:12.336',-0.205
'0:12.338',-0.205
'0:12.340',-0.200
'0:12.342',-0.200
'0:12.344',-0.190
'0:12.346',-0.185
'0:12.348',-0.175
'0:12.350',-0.165
'0:12.352',-0.155
'0:12.354',-0.145
'0:12.356',-0.140
'0:12.358',-0.135
'0:12.360',-0.130
'0:12.362',-0.130
'0:12.364',-0.130
'0:12.366',-0.130
'0:12.368',-0.135
'0:12.370',-0.140
'0:12.372',-0.140
'0:12.374',-0.145
'0:12.376',-0.145
'0:12.378',-0.145
'0:12.380',-0.145
'0:12.382',-0.140
'0:12.384',-0.135
'0:12.386',-0.130
'0:12.388',-0.125
'0:12.390',-0.115
'0:12.392',-0.105
'0:12.394',-0.100
'0:12.396',-0.090
'0:12.398',-0.085
'0:12.400',-0.085
'0:12.402',-0.080
'0:12.404',-0.080
'0:12.406',-0.075
'0:12.408',-0.070
'0:12.410',-0.065
'0:12.412',-0.055
'0:12.414',-0.045
'0:12.416',-0.035
'0:12.418',-0.020
'0:12.420',-0.010
'0:12.422',0.000
'0:12.424',0.010
'0:12.426',0.015
'0:12.428',0.020
'0:12.430',0.020
'0:12.432',0.020
'0:12.434',0.025
'0:12.436',0.025
'0:12.438',0.030
'0:12.440',0.035
'0:12.442',0.040
'0:12.444',0.045
'0:12.446',0.055
'0:12.448',0.060
'0:12.450',0.070
'0:12.452',0.075
'0:12.454',0.085
'0:12.456',0.090
'0:12.458',0.100
'0:12.460',0.105
'0:12.462',0.115
'0:12.464',0.120
'0:12.466',0.125
'0:12.468',0.130
'0:12.470',0.135
'0:12.472',0.140
'0:12.474',0.145
'0:12.476',0.150
'0:12.478',0.160
'0:12.480',0.165
'0:12.482',0.170
'0:12.484',0.180
'0:12.486',0.185
'0:12.488',0.185
'0:12.490',0.190
'0:12.492',0.190
'0:12.494',0.185
'0:12.496',0.185
'0:12.498',0.180
'0:12.500',0.180
'0:12.502',0.180
'0:12.504',0.180
'0:12.506',0.180
'0:12.508',0.180
'0:12.510',0.175
'0:12.512',0.170
'0:12.514',0.165
'0:12.516',0.155
'0:12.518',0.145
'0:12.520',0.135
'0:12.522',0.120
'0:12.524',0.110
'0:12.526',0.100
'0:12.528',0.095
'0:12.530',0.085
'0:12.532',0.080
'0:12.534',0.075
'0:12.536',0.070
'0:12.538',0.065
'0:12.540',0.060
'0:12.542',0.055
'0:12.544',0.045
'0:12.546',0.040
'0:12.548',0.035
'0:12.550',0.030
'0:12.552',0.025
'0:12.554',0.020
'0:12.556',0.025
'0:12.558',0.025
'0:12.560',0.030
'0:12.562',0.040
'0:12.564',0.045
'0:12.566',0.055
'0:12.568',0.055
'0:12.570',0.055
'0:12.572',0.055
'0:12.574',0.045
'0:12.576',0.040
'0:12.578',0.030
'0:12.580',0.025
'0:12.582',0.025
'0:12.584',0.030
'0:12.586',0.035
'0:12.588',0.045
'0:12.590',0.050
'0:12.592',0.055
'0:12.594',0.060
'0:12.596',0.055
'0:12.598',0.050
'0:12.600',0.045
'0:12.602',0.040
'0:12.604',0.040
'0:12.606',0.045
'0:12.608',0.055
'0:12.610',0.070
'0:12.612',0.080
'0:12.614',0.090
'0:12.616',0.100
'0:12.618',0.100
'0:12.620',0.095
'0:12.622',0.085
'0:12.624',0.080
'0:12.626',0.070
'0:12.628',0.070
'0:12.630',0.075
'0:12.632',0.080
'0:12.634',0.090
'0:12.636',0.105
'0:12.638',0.115
'0:12.640',0.120
'0:12.642',0.125
'0:12.644',0.130
'0:12.646',0.130
'0:12.648',0.130
'0:12.650',0.135
'0:12.652',0.140
'0:12.654',0.145
'0:12.656',0.155
'0:12.658',0.160
'0:12.660',0.165
'0:12.662',0.165
'0:12.664',0.165
'0:12.666',0.165
'0:12.668',0.160
'0:12.670',0.155
'0:12.672',0.155
'0:12.674',0.160
'0:12.676',0.165
'0:12.678',0.170
'0:12.680',0.180
'0:12.682',0.190
'0:12.684',0.195
'0:12.686',0.200
'0:12.688',0.205
'0:12.690',0.205
'0:12.692',0.200
'0:12.694',0.200
'0:12.696',0.195
'0:12.698',0.195
'0:12.700',0.195
'0:12.702',0.195
'0:12.704',0.200
'0:12.706',0.210
'0:12.708',0.220
'0:12.710',0.230
'0:12.712',0.240
'0:12.714',0.250
'0:12.716',0.255
'0:12.718',0.260
'0:12.720',0.260
'0:12.722',0.255
'0:12.724',0.250
'0:12.726',0.240
'0:12.728',0.235
'0:12.730',0.230
'0:12.732',0.230
'0:12.734',0.230
'0:12.736',0.235
'0:12.738',0.245
'0:12.740',0.255
'0:12.742',0.265
'0:12.744',0.275
'0:12.746',0.280
'0:12.748',0.280
'0:12.750',0.285
'0:12.752',0.285
'0:12.754',0.285
'0:12.756',0.285
'0:12.758',0.290
'0:12.760',0.295
'0:12.762',0.300
'0:12.764',0.310
'0:12.766',0.315
'0:12.768',0.320
'0:12.770',0.320
'0:12.772',0.320
'0:12.774',0.320
'0:12.776',0.320
'0:12.778',0.320
'0:12.780',0.325
'0:12.782',0.330
'0:12.784',0.335
'0:12.786',0.340
'0:12.788',0.350
'0:12.790',0.355
'0:12.792',0.365
'0:12.794',0.365
'0:12.796',0.365
'0:12.798',0.365
'0:12.800',0.365
'0:12.802',0.360
'0:12.804',0.360
'0:12.806',0.360
'0:12.808',0.360
'0:12.810',0.365
'0:12.812',0.375
'0:12.814',0.385
'0:12.816',0.390
'0:12.818',0.395
'0:12.820',0.400
'0:12.822',0.400
'0:12.824',0.400
'0:12.826',0.400
'0:12.828',0.395
'0:12.830',0.395
'0:12.832',0.395
'0:12.834',0.400
'0:12.836',0.410
'0:12.838',0.420
'0:12.840',0.435
'0:12.842',0.445
'0:12.844',0.455
'0:12.846',0.465
'0:12.848',0.470
'0:12.850',0.470
'0:12.852',0.470
'0:12.854',0.470
'0:12.856',0.470
'0:12.858',0.475
'0:12.860',0.480
'0:12.862',0.485
'0:12.864',0.490
'0:12.866',0.500
'0:12.868',0.510
'0:12.870',0.515
'0:12.872',0.520
'0:12.874',0.525
'0:12.876',0.530
'0:12.878',0.535
'0:12.880',0.540
'0:12.882',0.550
'0:12.884',0.560
'0:12.886',0.565
'0:12.888',0.575
'0:12.890',0.580
'0:12.892',0.580
'0:12.894',0.575
'0:12.896',0.565
'0:12.898',0.555
'0:12.900',0.540
'0:12.902',0.530
'0:12.904',0.525
'0:12.906',0.520
'0:12.908',0.525
'0:12.910',0.535
'0:12.912',0.540
'0:12.914',0.550
'0:12.916',0.555
'0:12.918',0.560
'0:12.920',0.555
'0:12.922',0.550
'0:12.924',0.540
'0:12.926',0.530
'0:12.928',0.525
'0:12.930',0.525
'0:12.932',0.530
'0:12.934',0.545
'0:12.936',0.555
'0:12.938',0.570
'0:12.940',0.585
'0:12.942',0.590
'0:12.944',0.590
'0:12.946',0.585
'0:12.948',0.570
'0:12.950',0.555
'0:12.952',0.545
'0:12.954',0.540
'0:12.956',0.535
'0:12.958',0.545
'0:12.960',0.555
'0:12.962',0.570
'0:12.964',0.585
'0:12.966',0.600
'0:12.968',0.605
'0:12.970',0.610
'0:12.972',0.610
'0:12.974',0.610
'0:12.976',0.610
'0:12.978',0.620
'0:12.980',0.640
'0:12.982',0.665
'0:12.984',0.700
'0:12.986',0.745
'0:12.988',0.790
'0:12.990',0.840
'0:12.992',0.885
'0:12.994',0.930
'0:12.996',0.970
'0:12.998',1.010
'0:13.000',1.040
'0:13.002',1.070
'0:13.004',1.090
'0:13.006',1.100
'0:13.008',1.090
'0:13.010',1.060
'0:13.012',1.010
'0:13.014',0.940
'0:13.016',0.855
'0:13.018',0.755
'0:13.020',0.660
'0:13.022',0.570
'0:13.024',0.500
'0:13.026',0.455
'0:13.028',0.435
'0:13.030',0.435
'0:13.032',0.460
'0:13.034',0.495
'0:13.036',0.540
'0:13.038',0.580
'0:13.040',0.620
'0:13.042',0.650
'0:13.044',0.675
'0:13.046',0.695
'0:13.048',0.710
'0:13.050',0.720
'0:13.052',0.730
'0:13.054',0.740
'0:13.056',0.745
'0:13.058',0.750
'0:13.060',0.750
'0:13.062',0.750
'0:13.064',0.745
'0:13.066',0.740
'0:13.068',0.735
'0:13.070',0.735
'0:13.072',0.730
'0:13.074',0.730
'0:13.076',0.735
'0:13.078',0.740
'0:13.080',0.745
'0:13.082',0.750
'0:13.084',0.755
'0:13.086',0.760
'0:13.088',0.765
'0:13.090',0.770
'0:13.092',0.775
'0:13.094',0.780
'0:13.096',0.785
'0:13.098',0.795
'0:13.100',0.805
'0:13.102',0.810
'0:13.104',0.820
'0:13.106',0.830
'0:13.108',0.835
'0:13.110',0.840
'0:13.112',0.845
'0:13.114',0.845
'0:13.116',0.845
'0:13.118',0.845
'0:13.120',0.845
'0:13.122',0.845
'0:13.124',0.845
'0:13.126',0.850
'0:13.128',0.850
'0:13.130',0.855
'0:13.132',0.860
'0:13.134',0.870
'0:13.136',0.875
'0:13.138',0.880
'0:13.140',0.890
'0:13.142',0.895
'0:13.144',0.905
'0:13.146',0.910
'0:13.148',0.915
'0:13.150',0.925
'0:13.152',0.930
'0:13.154',0.935
'0:13.156',0.940
'0:13.158',0.940
'0:13.160',0.945
'0:13.162',0.945
'0:13.164',0.945
'0:13.166',0.950
'0:13.168',0.955
'0:13.170',0.960
'0:13.172',0.970
'0:13.174',0.975
'0:13.176',0.985
'0:13.178',0.990
'0:13.180',0.995
'0:13.182',0.995
'0:13.184',1.000
'0:13.186',1.000
'0:13.188',1.010
'0:13.190',1.015
'0:13.192',1.025
'0:13.194',1.040
'0:13.196',1.055
'0:13.198',1.070
'0:13.200',1.080
'0:13.202',1.090
'0:13.204',1.095
'0:13.206',1.095
'0:13.208',1.095
'0:13.210',1.090
'0:13.212',1.090
'0:13.214',1.090
'0:13.216',1.095
'0:13.218',1.105
'0:13.220',1.115
'0:13.222',1.125
'0:13.224',1.135
'0:13.226',1.145
'0:13.228',1.155
'0:13.230',1.155
'0:13.232',1.160
'0:13.234',1.155
'0:13.236',1.155
'0:13.238',1.150
'0:13.240',1.145
'0:13.242',1.135
'0:13.244',1.130
'0:13.246',1.125
'0:13.248',1.125
'0:13.250',1.120
'0:13.252',1.115
'0:13.254',1.110
'0:13.256',1.105
'0:13.258',1.095
'0:13.260',1.090
'0:13.262',1.080
'0:13.264',1.065
'0:13.266',1.050
'0:13.268',1.035
'0:13.270',1.020
'0:13.272',1.005
'0:13.274',0.995
'0:13.276',0.985
'0:13.278',0.980
'0:13.280',0.975
'0:13.282',0.975
'0:13.284',0.975
'0:13.286',0.980
'0:13.288',0.980
'0:13.290',0.975
'0:13.292',0.965
'0:13.294',0.955
'0:13.296',0.945
'0:13.298',0.930
'0:13.300',0.910
'0:13.302',0.900
'0:13.304',0.890
'0:13.306',0.880
'0:13.308',0.880
'0:13.310',0.880
'0:13.312',0.885
'0:13.314',0.890
'0:13.316',0.895
'0:13.318',0.900
'0:13.320',0.900
'0:13.322',0.895
'0:13.324',0.890
'0:13.326',0.885
'0:13.328',0.880
'0:13.330',0.875
'0:13.332',0.870
'0:13.334',0.865
'0:13.336',0.865
'0:13.338',0.870
'0:13.340',0.870
'0:13.342',0.865
'0:13.344',0.865
'0:13.346',0.860
'0:13.348',0.855
'0:13.350',0.850
'0:13.352',0.845
'0:13.354',0.840
'0:13.356',0.845
'0:13.358',0.850
'0:13.360',0.855
'0:13.362',0.865
'0:13.364',0.870
'0:13.366',0.875
'0:13.368',0.875
'0:13.370',0.870
'0:13.372',0.865
'0:13.374',0.850
'0:13.376',0.840
'0:13.378',0.830
'0:13.380',0.820
'0:13.382',0.815
'0:13.384',0.810
'0:13.386',0.815
'0:13.388',0.820
'0:13.390',0.825
'0:13.392',0.830
'0:13.394',0.830
'0:13.396',0.830
'0:13.398',0.830
'0:13.400',0.825
'0:13.402',0.820
'0:13.404',0.815
'0:13.406',0.810
'0:13.408',0.805
'0:13.410',0.805
'0:13.412',0.805
'0:13.414',0.805
'0:13.416',0.805
'0:13.418',0.805
'0:13.420',0.805
'0:13.422',0.800
'0:13.424',0.795
'0:13.426',0.790
'0:13.428',0.785
'0:13.430',0.780
'0:13.432',0.775
'0:13.434',0.770
'0:13.436',0.765
'0:13.438',0.765
'0:13.440',0.765
'0:13.442',0.765
'0:13.444',0.760
'0:13.446',0.760
'0:13.448',0.755
'0:13.450',0.750
'0:13.452',0.745
'0:13.454',0.740
'0:13.456',0.735
'0:13.458',0.735
'0:13.460',0.730
'0:13.462',0.730
'0:13.464',0.725
'0:13.466',0.720
'0:13.468',0.715
'0:13.470',0.705
'0:13.472',0.700
'0:13.474',0.690
'0:13.476',0.685
'0:13.478',0.685
'0:13.480',0.680
'0:13.482',0.675
'0:13.484',0.675
'0:13.486',0.670
'0:13.488',0.670
'0:13.490',0.665
'0:13.492',0.665
'0:13.494',0.665
'0:13.496',0.660
'0:13.498',0.660
'0:13.500',0.655
'0:13.502',0.650
'0:13.504',0.640
'0:13.506',0.630
'0:13.508',0.620
'0:13.510',0.610
'0:13.512',0.600
'0:13.514',0.590
'0:13.516',0.585
'0:13.518',0.580
'0:13.520',0.580
'0:13.522',0.575
'0:13.524',0.575
'0:13.526',0.575
'0:13.528',0.570
'0:13.530',0.560
'0:13.532',0.555
'0:13.534',0.545
'0:13.536',0.540
'0:13.538',0.535
'0:13.540',0.530
'0:13.542',0.530
'0:13.544',0.525
'0:13.546',0.525
'0:13.548',0.520
'0:13.550',0.515
'0:13.552',0.505
'0:13.554',0.495
'0:13.556',0.485
'0:13.558',0.475
'0:13.560',0.465
'0:13.562',0.455
'0:13.564',0.450
'0:13.566',0.445
'0:13.568',0.440
'0:13.570',0.440
'0:13.572',0.435
'0:13.574',0.430
'0:13.576',0.425
'0:13.578',0.420
'0:13.580',0.410
'0:13.582',0.395
'0:13.584',0.385
'0:13.586',0.370
'0:13.588',0.360
'0:13.590',0.350
'0:13.592',0.350
'0:13.594',0.345
'0:13.596',0.350
'0:13.598',0.350
'0:13.600',0.350
'0:13.602',0.350
'0:13.604',0.345
'0:13.606',0.335
'0:13.608',0.325
'0:13.610',0.310
'0:13.612',0.300
'0:13.614',0.290
'0:13.616',0.285
'0:13.618',0.285
'0:13.620',0.290
'0:13.622',0.295
'0:13.624',0.300
'0:13.626',0.300
'0:13.628',0.300
'0:13.630',0.290
'0:13.632',0.275
'0:13.634',0.260
'0:13.636',0.245
'0:13.638',0.235
'0:13.640',0.225
'0:13.642',0.225
'0:13.644',0.230
'0:13.646',0.235
'0:13.648',0.240
'0:13.650',0.245
'0:13.652',0.240
'0:13.654',0.230
'0:13.656',0.210
'0:13.658',0.190
'0:13.660',0.165
'0:13.662',0.140
'0:13.664',0.115
'0:13.666',0.095
'0:13.668',0.075
'0:13.670',0.065
'0:13.672',0.055
'0:13.674',0.050
'0:13.676',0.045
'0:13.678',0.040
'0:13.680',0.035
'0:13.682',0.030
'0:13.684',0.020
'0:13.686',0.005
'0:13.688',-0.010
'0:13.690',-0.025
'0:13.692',-0.040
'0:13.694',-0.055
'0:13.696',-0.060
'0:13.698',-0.070
'0:13.700',-0.070
'0:13.702',-0.070
'0:13.704',-0.075
'0:13.706',-0.075
'0:13.708',-0.085
'0:13.710',-0.095
'0:13.712',-0.110
'0:13.714',-0.130
'0:13.716',-0.150
'0:13.718',-0.170
'0:13.720',-0.185
'0:13.722',-0.195
'0:13.724',-0.200
'0:13.726',-0.205
'0:13.728',-0.200
'0:13.730',-0.200
'0:13.732',-0.200
'0:13.734',-0.195
'0:13.736',-0.190
'0:13.738',-0.185
'0:13.740',-0.175
'0:13.742',-0.155
'0:13.744',-0.135
'0:13.746',-0.105
'0:13.748',-0.070
'0:13.750',-0.035
'0:13.752',0.005
'0:13.754',0.040
'0:13.756',0.070
'0:13.758',0.100
'0:13.760',0.120
'0:13.762',0.130
'0:13.764',0.125
'0:13.766',0.105
'0:13.768',0.065
'0:13.770',-0.005
'0:13.772',-0.090
'0:13.774',-0.200
'0:13.776',-0.320
'0:13.778',-0.445
'0:13.780',-0.560
'0:13.782',-0.655
'0:13.784',-0.725
'0:13.786',-0.760
'0:13.788',-0.765
'0:13.790',-0.745
'0:13.792',-0.700
'0:13.794',-0.650
'0:13.796',-0.600
'0:13.798',-0.555
'0:13.800',-0.525
'0:13.802',-0.510
'0:13.804',-0.510
'0:13.806',-0.520
'0:13.808',-0.535
'0:13.810',-0.550
'0:13.812',-0.565
'0:13.814',-0.580
'0:13.816',-0.595
'0:13.818',-0.605
'0:13.820',-0.615
'0:13.822',-0.625
'0:13.824',-0.635
'0:13.826',-0.645
'0:13.828',-0.650
'0:13.830',-0.655
'0:13.832',-0.660
'0:13.834',-0.665
'0:13.836',-0.670
'0:13.838',-0.680
'0:13.840',-0.685
'0:13.842',-0.700
'0:13.844',-0.710
'0:13.846',-0.725
'0:13.848',-0.735
'0:13.850',-0.750
'0:13.852',-0.760
'0:13.854',-0.770
'0:13.856',-0.780
'0:13.858',-0.785
'0:13.860',-0.790
'0:13.862',-0.795
'0:13.864',-0.795
'0:13.866',-0.800
'0:13.868',-0.810
'0:13.870',-0.815
'0:13.872',-0.825
'0:13.874',-0.835
'0:13.876',-0.845
'0:13.878',-0.855
'0:13.880',-0.865
'0:13.882',-0.875
'0:13.884',-0.885
'0:13.886',-0.890
'0:13.888',-0.895
'0:13.890',-0.895
'0:13.892',-0.900
'0:13.894',-0.900
'0:13.896',-0.905
'0:13.898',-0.915
'0:13.900',-0.925
'0:13.902',-0.935
'0:13.904',-0.950
'0:13.906',-0.960
'0:13.908',-0.975
'0:13.910',-0.985
'0:13.912',-0.990
'0:13.914',-0.995
'0:13.916',-1.000
'0:13.918',-1.005
'0:13.920',-1.005
'0:13.922',-1.010
'0:13.924',-1.015
'0:13.926',-1.025
'0:13.928',-1.030
'0:13.930',-1.035
'0:13.932',-1.040
'0:13.934',-1.045
'0:13.936',-1.050
'0:13.938',-1.055
'0:13.940',-1.060
'0:13.942',-1.060
'0:13.944',-1.065
'0:13.946',-1.075
'0:13.948',-1.080
'0:13.950',-1.080
'0:13.952',-1.085
'0:13.954',-1.085
'0:13.956',-1.085
'0:13.958',-1.085
'0:13.960',-1.085
'0:13.962',-1.085
'0:13.964',-1.090
'0:13.966',-1.100
'0:13.968',-1.110
'0:13.970',-1.130
'0:13.972',-1.145
'0:13.974',-1.165
'0:13.976',-1.180
'0:13.978',-1.195
'0:13.980',-1.205
'0:13.982',-1.205
'0:13.984',-1.205
'0:13.986',-1.200
'0:13.988',-1.195
'0:13.990',-1.190
'0:13.992',-1.195
'0:13.994',-1.200
'0:13.996',-1.215
'0:13.998',-1.230
'0:14.000',-1.250
'0:14.002',-1.270
'0:14.004',-1.285
'0:14.006',-1.300
'0:14.008',-1.315
'0:14.010',-1.325
'0:14.012',-1.335
'0:14.014',-1.345
'0:14.016',-1.360
'0:14.018',-1.375
'0:14.020',-1.395
'0:14.022',-1.420
'0:14.024',-1.440
'0:14.026',-1.465
'0:14.028',-1.480
'0:14.030',-1.500
'0:14.032',-1.510
'0:14.034',-1.525
'0:14.036',-1.535
'0:14.038',-1.550
'0:14.040',-1.570
'0:14.042',-1.590
'0:14.044',-1.615
'0:14.046',-1.640
'0:14.048',-1.665
'0:14.050',-1.690
'0:14.052',-1.705
'0:14.054',-1.715
'0:14.056',-1.720
'0:14.058',-1.720
'0:14.060',-1.720
'0:14.062',-1.725
'0:14.064',-1.735
'0:14.066',-1.745
'0:14.068',-1.765
'0:14.070',-1.785
'0:14.072',-1.810
'0:14.074',-1.830
'0:14.076',-1.850
'0:14.078',-1.860
'0:14.080',-1.865
'0:14.082',-1.870
'0:14.084',-1.870
'0:14.086',-1.865
'0:14.088',-1.865
'0:14.090',-1.870
'0:14.092',-1.880
'0:14.094',-1.890
'0:14.096',-1.900
'0:14.098',-1.915
'0:14.100',-1.930
'0:14.102',-1.945
'0:14.104',-1.960
'0:14.106',-1.965
'0:14.108',-1.975
'0:14.110',-1.980
'0:14.112',-1.990
'0:14.114',-1.995
'0:14.116',-2.005
'0:14.118',-2.015
'0:14.120',-2.025
'0:14.122',-2.035
'0:14.124',-2.045
'0:14.126',-2.055
'0:14.128',-2.060
'0:14.130',-2.065
'0:14.132',-2.065
'0:14.134',-2.070
'0:14.136',-2.070
'0:14.138',-2.070
'0:14.140',-2.075
'0:14.142',-2.080
'0:14.144',-2.090
'0:14.146',-2.100
'0:14.148',-2.115
'0:14.150',-2.130
'0:14.152',-2.140
'0:14.154',-2.150
'0:14.156',-2.160
'0:14.158',-2.160
'0:14.160',-2.165
'0:14.162',-2.165
'0:14.164',-2.165
'0:14.166',-2.165
'0:14.168',-2.170
'0:14.170',-2.175
'0:14.172',-2.185
'0:14.174',-2.200
'0:14.176',-2.215
'0:14.178',-2.225
'0:14.180',-2.235
'0:14.182',-2.245
'0:14.184',-2.250
'0:14.186',-2.250
'0:14.188',-2.255
'0:14.190',-2.255
'0:14.192',-2.255
'0:14.194',-2.265
'0:14.196',-2.270
'0:14.198',-2.285
'0:14.200',-2.295
'0:14.202',-2.310
'0:14.204',-2.325
'0:14.206',-2.340
'0:14.208',-2.345
'0:14.210',-2.350
'0:14.212',-2.350
'0:14.214',-2.350
'0:14.216',-2.345
'0:14.218',-2.345
'0:14.220',-2.345
'0:14.222',-2.345
'0:14.224',-2.355
'0:14.226',-2.370
'0:14.228',-2.385
'0:14.230',-2.400
'0:14.232',-2.415
'0:14.234',-2.425
'0:14.236',-2.435
'0:14.238',-2.440
'0:14.240',-2.435
'0:14.242',-2.435
'0:14.244',-2.435
'0:14.246',-2.435
'0:14.248',-2.435
'0:14.250',-2.445
'0:14.252',-2.455
'0:14.254',-2.470
'0:14.256',-2.490
'0:14.258',-2.505
'0:14.260',-2.515
'0:14.262',-2.525
'0:14.264',-2.525
'0:14.266',-2.525
'0:14.268',-2.520
'0:14.270',-2.515
'0:14.272',-2.515
'0:14.274',-2.510
'0:14.276',-2.510
'0:14.278',-2.515
'0:14.280',-2.515
'0:14.282',-2.520
'0:14.284',-2.525
'0:14.286',-2.530
'0:14.288',-2.535
'0:14.290',-2.540
'0:14.292',-2.545
'0:14.294',-2.555
'0:14.296',-2.560
'0:14.298',-2.570
'0:14.300',-2.585
'0:14.302',-2.595
'0:14.304',-2.600
'0:14.306',-2.605
'0:14.308',-2.605
'0:14.310',-2.605
'0:14.312',-2.595
'0:14.314',-2.590
'0:14.316',-2.580
'0:14.318',-2.575
'0:14.320',-2.570
'0:14.322',-2.570
'0:14.324',-2.570
'0:14.326',-2.575
'0:14.328',-2.585
'0:14.330',-2.590
'0:14.332',-2.590
'0:14.334',-2.590
'0:14.336',-2.585
'0:14.338',-2.580
'0:14.340',-2.570
'0:14.342',-2.565
'0:14.344',-2.560
'0:14.346',-2.555
'0:14.348',-2.560
'0:14.350',-2.565
'0:14.352',-2.570
'0:14.354',-2.580
'0:14.356',-2.585
'0:14.358',-2.590
'0:14.360',-2.590
'0:14.362',-2.590
'0:14.364',-2.590
'0:14.366',-2.590
'0:14.368',-2.595
'0:14.370',-2.595
'0:14.372',-2.600
'0:14.374',-2.605
'0:14.376',-2.610
'0:14.378',-2.610
'0:14.380',-2.615
'0:14.382',-2.615
'0:14.384',-2.610
'0:14.386',-2.615
'0:14.388',-2.615
'0:14.390',-2.620
'0:14.392',-2.630
'0:14.394',-2.640
'0:14.396',-2.650
'0:14.398',-2.655
'0:14.400',-2.655
'0:14.402',-2.650
'0:14.404',-2.640
