'Elapsed time','D3'
'0:20.324',7.625
'0:20.328',7.605
'0:20.332',7.605
'0:20.336',7.605
'0:20.340',7.605
'0:20.344',7.605
'0:20.348',7.600
'0:20.352',7.600
'0:20.356',7.630
'0:20.360',7.615
'0:20.364',7.615
'0:20.368',7.605
'0:20.372',7.600
'0:20.376',7.625
'0:20.380',7.605
'0:20.384',7.615
'0:20.388',7.625
'0:20.392',7.625
'0:20.396',7.605
'0:20.400',7.650
'0:20.404',7.630
'0:20.408',7.640
'0:20.412',7.625
'0:20.416',7.615
'0:20.420',7.615
'0:20.424',7.625
'0:20.428',7.630
'0:20.432',7.615
'0:20.436',7.615
'0:20.440',7.615
'0:20.444',7.630
'0:20.448',7.630
'0:20.452',7.630
'0:20.456',7.615
'0:20.460',7.605
'0:20.464',7.655
'0:20.468',7.630
'0:20.472',7.625
'0:20.476',7.640
'0:20.480',7.625
'0:20.484',7.615
'0:20.488',7.640
'0:20.492',7.640
'0:20.496',7.630
'0:20.500',7.625
'0:20.504',7.640
'0:20.508',7.625
'0:20.512',7.615
'0:20.516',7.625
'0:20.520',7.630
'0:20.524',7.625
'0:20.528',7.630
'0:20.532',7.630
'0:20.536',7.640
'0:20.540',7.640
'0:20.544',7.630
'0:20.548',7.605
'0:20.552',7.630
'0:20.556',7.625
'0:20.560',7.615
'0:20.564',7.625
'0:20.568',7.605
'0:20.572',7.630
'0:20.576',7.615
'0:20.580',7.605
'0:20.584',7.615
'0:20.588',7.605
'0:20.592',7.615
'0:20.596',7.605
'0:20.600',7.625
'0:20.604',7.615
'0:20.608',7.605
'0:20.612',7.615
'0:20.616',7.640
'0:20.620',7.615
'0:20.624',7.600
'0:20.628',7.625
'0:20.632',7.600
'0:20.636',7.640
'0:20.640',7.625
'0:20.644',7.600
'0:20.648',7.600
'0:20.652',7.600
'0:20.656',7.600
'0:20.660',7.590
'0:20.664',7.590
'0:20.668',7.580
'0:20.672',7.580
'0:20.676',7.590
'0:20.680',7.570
'0:20.684',7.565
'0:20.688',7.530
'0:20.692',7.540
'0:20.696',7.545
'0:20.700',7.580
'0:20.704',7.590
'0:20.708',7.605
'0:20.712',7.605
'0:20.716',7.590
'0:20.720',7.580
'0:20.724',7.600
'0:20.728',7.590
'0:20.732',7.580
'0:20.736',7.580
'0:20.740',7.570
'0:20.744',7.590
'0:20.748',7.570
'0:20.752',7.590
'0:20.756',7.590
'0:20.760',7.590
'0:20.764',7.605
'0:20.768',7.630
'0:20.772',7.630
'0:20.776',7.570
'0:20.780',7.460
'0:20.784',7.240
'0:20.788',7.035
'0:20.792',6.890
'0:20.796',6.735
'0:20.800',6.510
'0:20.804',6.410
'0:20.808',6.655
'0:20.812',7.185
'0:20.816',7.540
'0:20.820',7.750
'0:20.824',7.760
'0:20.828',7.630
'0:20.832',7.555
'0:20.836',7.485
'0:20.840',7.470
'0:20.844',7.470
'0:20.848',7.480
'0:20.852',7.495
'0:20.856',7.505
'0:20.860',7.495
'0:20.864',7.495
'0:20.868',7.495
'0:20.872',7.530
'0:20.876',7.495
'0:20.880',7.485
'0:20.884',7.510
'0:20.888',7.505
'0:20.892',7.470
'0:20.896',7.495
'0:20.900',7.485
'0:20.904',7.485
'0:20.908',7.470
'0:20.912',7.480
'0:20.916',7.480
'0:20.920',7.485
'0:20.924',7.470
'0:20.928',7.470
'0:20.932',7.470
'0:20.936',7.495
'0:20.940',7.450
'0:20.944',7.460
'0:20.948',7.460
'0:20.952',7.470
'0:20.956',7.450
'0:20.960',7.450
'0:20.964',7.450
'0:20.968',7.435
'0:20.972',7.425
'0:20.976',7.410
'0:20.980',7.425
'0:20.984',7.420
'0:20.988',7.420
'0:20.992',7.410
'0:20.996',7.365
'0:21.000',7.385
'0:21.004',7.385
'0:21.008',7.360
'0:21.012',7.350
'0:21.016',7.335
'0:21.020',7.335
'0:21.024',7.305
'0:21.028',7.275
'0:21.032',7.265
'0:21.036',7.240
'0:21.040',7.220
'0:21.044',7.155
'0:21.048',7.145
'0:21.052',7.120
'0:21.056',7.085
'0:21.060',7.060
'0:21.064',7.015
'0:21.068',6.990
'0:21.072',6.955
'0:21.076',6.930
'0:21.080',6.915
'0:21.084',6.905
'0:21.088',6.905
'0:21.092',6.890
'0:21.096',6.915
'0:21.100',6.930
'0:21.104',6.955
'0:21.108',6.990
'0:21.112',7.075
'0:21.116',7.130
'0:21.120',7.185
'0:21.124',7.245
'0:21.128',7.300
'0:21.132',7.340
'0:21.136',7.365
'0:21.140',7.420
'0:21.144',7.435
'0:21.148',7.460
'0:21.152',7.480
'0:21.156',7.510
'0:21.160',7.520
'0:21.164',7.530
'0:21.168',7.530
'0:21.172',7.545
'0:21.176',7.540
'0:21.180',7.555
'0:21.184',7.545
'0:21.188',7.565
'0:21.192',7.545
'0:21.196',7.565
'0:21.200',7.565
'0:21.204',7.570
'0:21.208',7.570
'0:21.212',7.565
'0:21.216',7.590
'0:21.220',7.570
'0:21.224',7.570
'0:21.228',7.580
'0:21.232',7.580
'0:21.236',7.590
'0:21.240',7.590
'0:21.244',7.580
'0:21.248',7.600
'0:21.252',7.615
'0:21.256',7.605
'0:21.260',7.615
'0:21.264',7.615
'0:21.268',7.605
'0:21.272',7.625
'0:21.276',7.615
'0:21.280',7.630
'0:21.284',7.600
'0:21.288',7.615
'0:21.292',7.630
'0:21.296',7.625
'0:21.300',7.625
'0:21.304',7.625
'0:21.308',7.625
'0:21.312',7.630
'0:21.316',7.640
'0:21.320',7.630
'0:21.324',7.630
'0:21.328',7.630
'0:21.332',7.640
'0:21.336',7.640
'0:21.340',7.630
'0:21.344',7.655
'0:21.348',7.640
'0:21.352',7.640
'0:21.356',7.640
'0:21.360',7.640
'0:21.364',7.640
'0:21.368',7.655
'0:21.372',7.640
'0:21.376',7.655
'0:21.380',7.640
'0:21.384',7.650
'0:21.388',7.640
'0:21.392',7.650
'0:21.396',7.640
'0:21.400',7.650
'0:21.404',7.655
'0:21.408',7.655
'0:21.412',7.655
'0:21.416',7.675
'0:21.420',7.675
'0:21.424',7.665
'0:21.428',7.655
'0:21.432',7.650
'0:21.436',7.665
'0:21.440',7.675
'0:21.444',7.685
'0:21.448',7.675
'0:21.452',7.690
'0:21.456',7.665
'0:21.460',7.675
'0:21.464',7.675
'0:21.468',7.655
'0:21.472',7.675
'0:21.476',7.675
'0:21.480',7.675
'0:21.484',7.665
'0:21.488',7.665
'0:21.492',7.650
'0:21.496',7.690
'0:21.500',7.685
'0:21.504',7.675
'0:21.508',7.685
'0:21.512',7.675
'0:21.516',7.710
'0:21.520',7.675
'0:21.524',7.685
'0:21.528',7.690
'0:21.532',7.685
'0:21.536',7.665
'0:21.540',7.685
'0:21.544',7.685
'0:21.548',7.685
'0:21.552',7.665
'0:21.556',7.675
'0:21.560',7.685
'0:21.564',7.685
'0:21.568',7.665
'0:21.572',7.675
'0:21.576',7.675
'0:21.580',7.690
'0:21.584',7.685
'0:21.588',7.685
'0:21.592',7.685
'0:21.596',7.685
'0:21.600',7.665
'0:21.604',7.685
'0:21.608',7.685
'0:21.612',7.675
'0:21.616',7.675
'0:21.620',7.675
'0:21.624',7.675
'0:21.628',7.675
'0:21.632',7.685
'0:21.636',7.675
'0:21.640',7.675
'0:21.644',7.685
'0:21.648',7.675
'0:21.652',7.690
'0:21.656',7.685
'0:21.660',7.675
'0:21.664',7.675
'0:21.668',7.690
'0:21.672',7.685
'0:21.676',7.690
'0:21.680',7.675
'0:21.684',7.685
'0:21.688',7.710
'0:21.692',7.690
'0:21.696',7.685
'0:21.700',7.685
'0:21.704',7.675
'0:21.708',7.685
'0:21.712',7.665
'0:21.716',7.665
'0:21.720',7.655
'0:21.724',7.655
'0:21.728',7.665
'0:21.732',7.640
'0:21.736',7.650
'0:21.740',7.665
'0:21.744',7.675
'0:21.748',7.665
'0:21.752',7.685
'0:21.756',7.665
'0:21.760',7.655
'0:21.764',7.665
'0:21.768',7.675
'0:21.772',7.655
'0:21.776',7.655
'0:21.780',7.665
'0:21.784',7.650
'0:21.788',7.655
'0:21.792',7.665
'0:21.796',7.665
'0:21.800',7.655
'0:21.804',7.665
'0:21.808',7.665
'0:21.812',7.650
'0:21.816',7.675
'0:21.820',7.655
'0:21.824',7.655
'0:21.828',7.675
'0:21.832',7.690
'0:21.836',7.685
'0:21.840',7.675
'0:21.844',7.640
'0:21.848',7.640
'0:21.852',7.605
'0:21.856',7.615
'0:21.860',7.625
'0:21.864',7.665
'0:21.868',7.710
'0:21.872',7.690
'0:21.876',7.650
'0:21.880',7.590
'0:21.884',7.540
'0:21.888',7.540
'0:21.892',7.555
'0:21.896',7.570
'0:21.900',7.605
'0:21.904',7.655
'0:21.908',7.665
'0:21.912',7.675
'0:21.916',7.655
'0:21.920',7.615
'0:21.924',7.640
'0:21.928',7.605
'0:21.932',7.625
'0:21.936',7.615
'0:21.940',7.630
'0:21.944',7.630
'0:21.948',7.615
'0:21.952',7.630
'0:21.956',7.630
'0:21.960',7.640
'0:21.964',7.690
'0:21.968',7.690
'0:21.972',7.630
'0:21.976',7.485
'0:21.980',7.230
'0:21.984',7.000
'0:21.988',6.750
'0:21.992',6.565
'0:21.996',6.280
'0:22.000',6.220
'0:22.004',6.615
'0:22.008',7.180
'0:22.012',7.530
'0:22.016',7.820
'0:22.020',7.865
'0:22.024',7.710
'0:22.028',7.605
'0:22.032',7.565
'0:22.036',7.555
'0:22.040',7.540
'0:22.044',7.545
'0:22.048',7.545
'0:22.052',7.555
'0:22.056',7.565
'0:22.060',7.545
'0:22.064',7.555
'0:22.068',7.545
'0:22.072',7.545
'0:22.076',7.545
'0:22.080',7.540
'0:22.084',7.545
'0:22.088',7.545
'0:22.092',7.545
'0:22.096',7.565
'0:22.100',7.545
'0:22.104',7.530
'0:22.108',7.510
'0:22.112',7.510
'0:22.116',7.540
'0:22.120',7.530
'0:22.124',7.510
'0:22.128',7.510
'0:22.132',7.505
'0:22.136',7.510
'0:22.140',7.540
'0:22.144',7.495
'0:22.148',7.505
'0:22.152',7.505
'0:22.156',7.470
'0:22.160',7.505
'0:22.164',7.460
'0:22.168',7.470
'0:22.172',7.450
'0:22.176',7.425
'0:22.180',7.435
'0:22.184',7.425
'0:22.188',7.420
'0:22.192',7.400
'0:22.196',7.410
'0:22.200',7.400
'0:22.204',7.365
'0:22.208',7.360
'0:22.212',7.340
'0:22.216',7.305
'0:22.220',7.290
'0:22.224',7.230
'0:22.228',7.245
'0:22.232',7.215
'0:22.236',7.185
'0:22.240',7.155
'0:22.244',7.135
'0:22.248',7.095
'0:22.252',7.040
'0:22.256',7.010
'0:22.260',6.980
'0:22.264',6.950
'0:22.268',6.920
'0:22.272',6.890
'0:22.276',6.865
'0:22.280',6.845
'0:22.284',6.835
'0:22.288',6.820
'0:22.292',6.820
'0:22.296',6.855
'0:22.300',6.895
'0:22.304',6.950
'0:22.308',7.010
'0:22.312',7.060
'0:22.316',7.120
'0:22.320',7.185
'0:22.324',7.255
'0:22.328',7.300
'0:22.332',7.305
'0:22.336',7.385
'0:22.340',7.425
'0:22.344',7.470
'0:22.348',7.480
'0:22.352',7.505
'0:22.356',7.505
'0:22.360',7.520
'0:22.364',7.540
'0:22.368',7.530
'0:22.372',7.545
'0:22.376',7.565
'0:22.380',7.555
'0:22.384',7.565
'0:22.388',7.565
'0:22.392',7.570
'0:22.396',7.600
'0:22.400',7.570
'0:22.404',7.570
'0:22.408',7.580
'0:22.412',7.600
'0:22.416',7.580
'0:22.420',7.600
'0:22.424',7.605
'0:22.428',7.600
'0:22.432',7.600
'0:22.436',7.600
'0:22.440',7.615
'0:22.444',7.605
'0:22.448',7.605
'0:22.452',7.605
'0:22.456',7.625
'0:22.460',7.630
'0:22.464',7.615
'0:22.468',7.625
'0:22.472',7.625
'0:22.476',7.605
'0:22.480',7.600
'0:22.484',7.615
'0:22.488',7.640
'0:22.492',7.640
'0:22.496',7.630
'0:22.500',7.630
'0:22.504',7.630
'0:22.508',7.640
'0:22.512',7.615
'0:22.516',7.625
'0:22.520',7.640
'0:22.524',7.640
'0:22.528',7.650
'0:22.532',7.650
'0:22.536',7.655
'0:22.540',7.625
'0:22.544',7.630
'0:22.548',7.640
'0:22.552',7.650
'0:22.556',7.650
'0:22.560',7.650
'0:22.564',7.640
'0:22.568',7.685
'0:22.572',7.655
'0:22.576',7.665
'0:22.580',7.665
'0:22.584',7.655
'0:22.588',7.665
'0:22.592',7.665
'0:22.596',7.665
'0:22.600',7.675
'0:22.604',7.675
'0:22.608',7.650
'0:22.612',7.665
'0:22.616',7.665
'0:22.620',7.675
'0:22.624',7.685
'0:22.628',7.675
'0:22.632',7.710
'0:22.636',7.665
'0:22.640',7.675
'0:22.644',7.685
'0:22.648',7.655
'0:22.652',7.675
'0:22.656',7.690
'0:22.660',7.675
'0:22.664',7.650
'0:22.668',7.685
'0:22.672',7.675
'0:22.676',7.685
'0:22.680',7.685
'0:22.684',7.675
'0:22.688',7.665
'0:22.692',7.685
'0:22.696',7.690
'0:22.700',7.685
'0:22.704',7.685
'0:22.708',7.690
'0:22.712',7.690
'0:22.716',7.685
'0:22.720',7.685
'0:22.724',7.685
'0:22.728',7.690
'0:22.732',7.685
'0:22.736',7.690
'0:22.740',7.685
'0:22.744',7.700
'0:22.748',7.690
'0:22.752',7.690
'0:22.756',7.685
'0:22.760',7.690
'0:22.764',7.685
'0:22.768',7.675
'0:22.772',7.685
'0:22.776',7.690
'0:22.780',7.685
'0:22.784',7.710
'0:22.788',7.685
'0:22.792',7.690
'0:22.796',7.690
'0:22.800',7.685
'0:22.804',7.710
'0:22.808',7.710
'0:22.812',7.690
'0:22.816',7.685
'0:22.820',7.700
'0:22.824',7.710
'0:22.828',7.700
'0:22.832',7.700
'0:22.836',7.690
'0:22.840',7.685
'0:22.844',7.685
'0:22.848',7.685
'0:22.852',7.690
'0:22.856',7.690
'0:22.860',7.685
'0:22.864',7.690
'0:22.868',7.710
'0:22.872',7.690
'0:22.876',7.690
'0:22.880',7.675
'0:22.884',7.665
'0:22.888',7.685
'0:22.892',7.685
'0:22.896',7.690
'0:22.900',7.685
'0:22.904',7.685
'0:22.908',7.665
'0:22.912',7.665
'0:22.916',7.690
'0:22.920',7.690
'0:22.924',7.685
'0:22.928',7.685
'0:22.932',7.685
'0:22.936',7.675
'0:22.940',7.655
'0:22.944',7.665
'0:22.948',7.655
'0:22.952',7.650
'0:22.956',7.655
'0:22.960',7.655
'0:22.964',7.665
'0:22.968',7.650
'0:22.972',7.650
'0:22.976',7.685
'0:22.980',7.640
'0:22.984',7.655
'0:22.988',7.650
'0:22.992',7.650
'0:22.996',7.655
'0:23.000',7.655
'0:23.004',7.665
'0:23.008',7.665
'0:23.012',7.665
'0:23.016',7.640
'0:23.020',7.630
'0:23.024',7.625
'0:23.028',7.625
'0:23.032',7.605
'0:23.036',7.605
'0:23.040',7.625
'0:23.044',7.600
'0:23.048',7.605
'0:23.052',7.590
'0:23.056',7.565
'0:23.060',7.545
'0:23.064',7.565
'0:23.068',7.570
'0:23.072',7.580
'0:23.076',7.605
'0:23.080',7.625
'0:23.084',7.615
'0:23.088',7.640
'0:23.092',7.630
'0:23.096',7.630
'0:23.100',7.625
'0:23.104',7.630
'0:23.108',7.615
'0:23.112',7.640
'0:23.116',7.630
'0:23.120',7.630
'0:23.124',7.630
'0:23.128',7.625
'0:23.132',7.630
'0:23.136',7.630
'0:23.140',7.640
'0:23.144',7.665
'0:23.148',7.650
'0:23.152',7.625
'0:23.156',7.510
'0:23.160',7.265
'0:23.164',6.955
'0:23.168',6.745
'0:23.172',6.580
'0:23.176',6.305
'0:23.180',6.170
'0:23.184',6.470
'0:23.188',7.075
'0:23.192',7.570
'0:23.196',7.890
'0:23.200',7.980
'0:23.204',7.835
'0:23.208',7.665
'0:23.212',7.605
'0:23.216',7.555
'0:23.220',7.545
'0:23.224',7.520
'0:23.228',7.505
'0:23.232',7.530
'0:23.236',7.530
'0:23.240',7.540
'0:23.244',7.520
'0:23.248',7.510
'0:23.252',7.530
'0:23.256',7.530
'0:23.260',7.510
'0:23.264',7.510
'0:23.268',7.505
'0:23.272',7.505
'0:23.276',7.540
'0:23.280',7.510
'0:23.284',7.505
'0:23.288',7.505
'0:23.292',7.495
'0:23.296',7.495
'0:23.300',7.495
'0:23.304',7.485
'0:23.308',7.480
'0:23.312',7.470
'0:23.316',7.460
'0:23.320',7.470
'0:23.324',7.470
'0:23.328',7.450
'0:23.332',7.450
'0:23.336',7.435
'0:23.340',7.445
'0:23.344',7.425
'0:23.348',7.425
'0:23.352',7.410
'0:23.356',7.410
'0:23.360',7.400
'0:23.364',7.375
'0:23.368',7.385
'0:23.372',7.365
'0:23.376',7.360
'0:23.380',7.350
'0:23.384',7.300
'0:23.388',7.300
'0:23.392',7.290
'0:23.396',7.265
'0:23.400',7.245
'0:23.404',7.220
'0:23.408',7.195
'0:23.412',7.160
'0:23.416',7.130
'0:23.420',7.100
'0:23.424',7.075
'0:23.428',7.035
'0:23.432',6.990
'0:23.436',6.955
'0:23.440',6.920
'0:23.444',6.890
'0:23.448',6.835
'0:23.452',6.830
'0:23.456',6.805
'0:23.460',6.775
'0:23.464',6.760
'0:23.468',6.750
'0:23.472',6.750
'0:23.476',6.760
'0:23.480',6.805
'0:23.484',6.845
'0:23.488',6.905
'0:23.492',6.950
'0:23.496',7.000
'0:23.500',7.075
'0:23.504',7.120
'0:23.508',7.195
'0:23.512',7.215
'0:23.516',7.290
'0:23.520',7.335
'0:23.524',7.385
'0:23.528',7.390
'0:23.532',7.425
'0:23.536',7.445
'0:23.540',7.460
'0:23.544',7.480
'0:23.548',7.470
'0:23.552',7.495
'0:23.556',7.505
'0:23.560',7.505
'0:23.564',7.505
'0:23.568',7.510
'0:23.572',7.505
'0:23.576',7.530
'0:23.580',7.530
'0:23.584',7.530
'0:23.588',7.540
'0:23.592',7.540
'0:23.596',7.540
'0:23.600',7.540
'0:23.604',7.545
'0:23.608',7.540
'0:23.612',7.545
'0:23.616',7.540
'0:23.620',7.570
'0:23.624',7.545
'0:23.628',7.555
'0:23.632',7.545
'0:23.636',7.555
'0:23.640',7.570
'0:23.644',7.545
'0:23.648',7.565
'0:23.652',7.565
'0:23.656',7.555
'0:23.660',7.545
'0:23.664',7.570
'0:23.668',7.570
'0:23.672',7.570
'0:23.676',7.565
'0:23.680',7.565
'0:23.684',7.600
'0:23.688',7.570
'0:23.692',7.565
'0:23.696',7.565
'0:23.700',7.570
'0:23.704',7.590
'0:23.708',7.580
'0:23.712',7.580
'0:23.716',7.570
'0:23.720',7.590
'0:23.724',7.580
'0:23.728',7.580
'0:23.732',7.590
'0:23.736',7.605
'0:23.740',7.590
'0:23.744',7.600
'0:23.748',7.615
'0:23.752',7.605
'0:23.756',7.600
'0:23.760',7.600
'0:23.764',7.605
'0:23.768',7.605
'0:23.772',7.605
'0:23.776',7.600
'0:23.780',7.615
'0:23.784',7.615
'0:23.788',7.600
'0:23.792',7.605
'0:23.796',7.615
'0:23.800',7.625
'0:23.804',7.605
'0:23.808',7.615
'0:23.812',7.625
'0:23.816',7.625
'0:23.820',7.625
'0:23.824',7.615
'0:23.828',7.605
'0:23.832',7.605
'0:23.836',7.605
'0:23.840',7.605
'0:23.844',7.615
'0:23.848',7.625
'0:23.852',7.605
'0:23.856',7.630
'0:23.860',7.605
'0:23.864',7.605
'0:23.868',7.605
'0:23.872',7.615
'0:23.876',7.625
'0:23.880',7.625
'0:23.884',7.625
'0:23.888',7.625
'0:23.892',7.625
'0:23.896',7.605
'0:23.900',7.605
'0:23.904',7.615
'0:23.908',7.615
'0:23.912',7.625
'0:23.916',7.615
'0:23.920',7.650
'0:23.924',7.625
'0:23.928',7.625
'0:23.932',7.625
'0:23.936',7.630
'0:23.940',7.630
'0:23.944',7.630
'0:23.948',7.625
'0:23.952',7.615
'0:23.956',7.625
'0:23.960',7.615
'0:23.964',7.625
'0:23.968',7.625
'0:23.972',7.630
'0:23.976',7.640
'0:23.980',7.630
'0:23.984',7.640
'0:23.988',7.630
'0:23.992',7.640
'0:23.996',7.630
'0:24.000',7.640
'0:24.004',7.630
'0:24.008',7.640
'0:24.012',7.630
'0:24.016',7.640
'0:24.020',7.640
'0:24.024',7.640
'0:24.028',7.625
'0:24.032',7.630
'0:24.036',7.640
'0:24.040',7.640
'0:24.044',7.640
'0:24.048',7.650
'0:24.052',7.640
'0:24.056',7.640
'0:24.060',7.630
'0:24.064',7.630
'0:24.068',7.630
'0:24.072',7.640
'0:24.076',7.630
'0:24.080',7.615
'0:24.084',7.630
'0:24.088',7.640
'0:24.092',7.665
'0:24.096',7.630
'0:24.100',7.630
'0:24.104',7.630
'0:24.108',7.615
'0:24.112',7.630
'0:24.116',7.630
'0:24.120',7.630
'0:24.124',7.605
'0:24.128',7.615
'0:24.132',7.615
'0:24.136',7.630
'0:24.140',7.625
'0:24.144',7.625
'0:24.148',7.615
'0:24.152',7.625
'0:24.156',7.650
'0:24.160',7.625
'0:24.164',7.605
'0:24.168',7.630
'0:24.172',7.615
'0:24.176',7.630
'0:24.180',7.625
'0:24.184',7.605
'0:24.188',7.600
'0:24.192',7.590
'0:24.196',7.570
'0:24.200',7.600
'0:24.204',7.600
'0:24.208',7.590
'0:24.212',7.570
'0:24.216',7.590
'0:24.220',7.590
'0:24.224',7.570
'0:24.228',7.555
'0:24.232',7.530
'0:24.236',7.540
'0:24.240',7.565
'0:24.244',7.590
'0:24.248',7.605
'0:24.252',7.605
'0:24.256',7.605
'0:24.260',7.600
'0:24.264',7.615
'0:24.268',7.605
'0:24.272',7.605
'0:24.276',7.605
'0:24.280',7.605
'0:24.284',7.605
'0:24.288',7.600
'0:24.292',7.600
'0:24.296',7.615
'0:24.300',7.605
'0:24.304',7.600
'0:24.308',7.640
'0:24.312',7.640
'0:24.316',7.605
'0:24.320',7.565
'0:24.324',7.425
'0:24.328',7.155
'0:24.332',6.915
'0:24.336',6.745
'0:24.340',6.580
'0:24.344',6.335
'0:24.348',6.275
'0:24.352',6.615
'0:24.356',7.160
'0:24.360',7.625
'0:24.364',7.905
'0:24.368',7.975
'0:24.372',7.805
'0:24.376',7.655
'0:24.380',7.570
'0:24.384',7.545
'0:24.388',7.540
'0:24.392',7.545
'0:24.396',7.510
'0:24.400',7.540
'0:24.404',7.545
'0:24.408',7.540
'0:24.412',7.530
'0:24.416',7.530
'0:24.420',7.530
'0:24.424',7.530
'0:24.428',7.520
'0:24.432',7.530
'0:24.436',7.530
'0:24.440',7.520
'0:24.444',7.520
'0:24.448',7.520
'0:24.452',7.505
'0:24.456',7.510
'0:24.460',7.505
'0:24.464',7.505
'0:24.468',7.495
'0:24.472',7.485
'0:24.476',7.480
'0:24.480',7.485
'0:24.484',7.485
'0:24.488',7.485
'0:24.492',7.470
'0:24.496',7.460
'0:24.500',7.505
'0:24.504',7.470
'0:24.508',7.450
'0:24.512',7.435
'0:24.516',7.435
'0:24.520',7.435
'0:24.524',7.425
'0:24.528',7.420
'0:24.532',7.410
'0:24.536',7.400
'0:24.540',7.390
'0:24.544',7.365
'0:24.548',7.360
'0:24.552',7.350
'0:24.556',7.325
'0:24.560',7.305
'0:24.564',7.265
'0:24.568',7.280
'0:24.572',7.240
'0:24.576',7.215
'0:24.580',7.185
'0:24.584',7.170
'0:24.588',7.135
'0:24.592',7.095
'0:24.596',7.050
'0:24.600',7.025
'0:24.604',6.990
'0:24.608',6.950
'0:24.612',6.920
'0:24.616',6.895
'0:24.620',6.855
'0:24.624',6.835
'0:24.628',6.785
'0:24.632',6.785
'0:24.636',6.775
'0:24.640',6.785
'0:24.644',6.805
'0:24.648',6.835
'0:24.652',6.855
'0:24.656',6.915
'0:24.660',6.980
'0:24.664',7.040
'0:24.668',7.095
'0:24.672',7.160
'0:24.676',7.220
'0:24.680',7.280
'0:24.684',7.325
'0:24.688',7.365
'0:24.692',7.410
'0:24.696',7.435
'0:24.700',7.450
'0:24.704',7.470
'0:24.708',7.480
'0:24.712',7.495
'0:24.716',7.510
'0:24.720',7.510
'0:24.724',7.530
'0:24.728',7.545
'0:24.732',7.540
'0:24.736',7.565
'0:24.740',7.545
'0:24.744',7.545
'0:24.748',7.545
'0:24.752',7.555
'0:24.756',7.570
'0:24.760',7.570
'0:24.764',7.570
'0:24.768',7.570
'0:24.772',7.565
'0:24.776',7.570
'0:24.780',7.565
'0:24.784',7.570
'0:24.788',7.570
'0:24.792',7.580
'0:24.796',7.570
'0:24.800',7.605
'0:24.804',7.570
'0:24.808',7.580
'0:24.812',7.590
'0:24.816',7.580
'0:24.820',7.580
'0:24.824',7.590
'0:24.828',7.570
'0:24.832',7.580
'0:24.836',7.570
'0:24.840',7.570
'0:24.844',7.570
'0:24.848',7.565
'0:24.852',7.570
'0:24.856',7.590
'0:24.860',7.580
'0:24.864',7.590
'0:24.868',7.580
'0:24.872',7.570
'0:24.876',7.580
'0:24.880',7.590
'0:24.884',7.590
'0:24.888',7.605
'0:24.892',7.605
'0:24.896',7.615
'0:24.900',7.615
'0:24.904',7.600
'0:24.908',7.615
'0:24.912',7.625
'0:24.916',7.615
'0:24.920',7.625
'0:24.924',7.625
'0:24.928',7.630
'0:24.932',7.625
'0:24.936',7.625
'0:24.940',7.625
'0:24.944',7.625
'0:24.948',7.605
'0:24.952',7.640
'0:24.956',7.625
'0:24.960',7.630
'0:24.964',7.630
'0:24.968',7.625
'0:24.972',7.665
'0:24.976',7.630
'0:24.980',7.625
'0:24.984',7.615
'0:24.988',7.605
'0:24.992',7.615
'0:24.996',7.625
'0:25.000',7.630
'0:25.004',7.640
'0:25.008',7.630
'0:25.012',7.630
'0:25.016',7.640
'0:25.020',7.640
'0:25.024',7.630
'0:25.028',7.640
'0:25.032',7.630
'0:25.036',7.665
'0:25.040',7.655
'0:25.044',7.640
'0:25.048',7.640
'0:25.052',7.630
'0:25.056',7.630
'0:25.060',7.640
'0:25.064',7.640
'0:25.068',7.640
'0:25.072',7.630
'0:25.076',7.640
'0:25.080',7.640
'0:25.084',7.650
'0:25.088',7.650
'0:25.092',7.640
'0:25.096',7.630
'0:25.100',7.640
'0:25.104',7.640
'0:25.108',7.630
'0:25.112',7.640
'0:25.116',7.630
'0:25.120',7.640
'0:25.124',7.640
'0:25.128',7.625
'0:25.132',7.630
'0:25.136',7.630
'0:25.140',7.630
'0:25.144',7.675
'0:25.148',7.640
'0:25.152',7.650
'0:25.156',7.640
'0:25.160',7.630
'0:25.164',7.640
'0:25.168',7.640
'0:25.172',7.640
'0:25.176',7.640
'0:25.180',7.630
'0:25.184',7.625
'0:25.188',7.640
'0:25.192',7.640
'0:25.196',7.630
'0:25.200',7.625
'0:25.204',7.625
'0:25.208',7.650
'0:25.212',7.615
'0:25.216',7.625
'0:25.220',7.625
'0:25.224',7.640
'0:25.228',7.640
'0:25.232',7.630
'0:25.236',7.605
'0:25.240',7.615
'0:25.244',7.615
'0:25.248',7.615
'0:25.252',7.630
'0:25.256',7.640
'0:25.260',7.625
'0:25.264',7.625
'0:25.268',7.615
'0:25.272',7.640
'0:25.276',7.615
'0:25.280',7.615
'0:25.284',7.605
'0:25.288',7.605
'0:25.292',7.600
'0:25.296',7.615
'0:25.300',7.615
'0:25.304',7.615
'0:25.308',7.615
'0:25.312',7.605
'0:25.316',7.600
'0:25.320',7.625
'0:25.324',7.615
'0:25.328',7.615
'0:25.332',7.605
'0:25.336',7.625
'0:25.340',7.605
'0:25.344',7.580
'0:25.348',7.605
'0:25.352',7.605
'0:25.356',7.605
'0:25.360',7.580
'0:25.364',7.570
'0:25.368',7.570
'0:25.372',7.570
'0:25.376',7.580
'0:25.380',7.640
'0:25.384',7.605
'0:25.388',7.605
'0:25.392',7.615
'0:25.396',7.605
'0:25.400',7.605
'0:25.404',7.605
